I00CBNKB,14-03-04,20:08:20
I00CPSAD,14-03-04,20:08:20
I00RBNKB,14-03-04,20:08:20
I00RPSAD,14-03-04,20:08:20
I00S0088,14-03-04,20:08:20
I00S0098,14-03-04,20:08:20
I00S0204,14-03-04,20:08:20
I00S0206,14-03-04,20:08:20
I00S0207,14-03-04,20:08:20
I00S0212,14-03-04,20:08:20
I00S0221,14-03-04,20:08:20
I00S0222,14-03-04,20:08:20
I00S0231,14-03-04,20:08:20
I00S0249,14-03-04,20:08:20
I00S0250,14-03-04,20:08:20
I00S0251,14-03-04,20:08:20
I00S0252,14-03-04,20:08:20
I00S0254,14-03-04,20:08:20
I00S0255,14-03-04,20:08:20
I00S0258,14-03-04,20:08:20
I00S0259,14-03-04,20:08:20
I00S0260,14-03-04,20:08:20
I00S0262,14-03-04,20:08:20
I00S0263,14-03-04,20:08:20
I00S0266,14-03-04,20:08:20
I00S0268,14-03-04,20:08:20
I00S0269,14-03-04,20:08:20
I00S0270,14-03-04,20:08:20
I00S0273,14-03-04,20:08:20
I00S0274,14-03-04,20:08:20
I00S0275,14-03-04,20:08:20
I00S0388,14-03-04,20:08:20
I00S0405,14-03-04,20:08:20
I00S0415,14-03-04,20:08:20
I00S0426,14-03-04,20:08:20
I00S0438,14-03-04,20:08:20
I00S0442,14-03-04,20:08:20
I00S0452,14-03-04,20:08:20
I00S0600,14-03-04,20:08:20
I00S0611,14-03-04,20:08:20
I00S0620,14-03-04,20:08:20
I00S0630,14-03-04,20:08:20
I00S0650,14-03-04,20:08:20
I00S0661,14-03-04,20:08:20
I00S0680,14-03-04,20:08:20
I00S0690,14-03-04,20:08:20
I00S0692,14-03-04,20:08:20
I00S0856,14-03-04,20:08:20
I00S0857,14-03-04,20:08:20
I00S0942,14-03-04,20:08:20
I00S0943,14-03-04,20:08:20
I00S0944,14-03-04,20:08:20
I00S0946,14-03-04,20:08:20
I00S0961,14-03-04,20:08:20
I00S0965,14-03-04,20:08:20
I00S0966,14-03-04,20:08:20
I00S1100,14-03-04,20:08:20
I00S1200,14-03-04,20:08:20
I00S1460,14-03-04,20:08:20
I00S1480,14-03-04,20:08:20
I00S1530,14-03-04,20:08:20
I00S1630,14-03-04,20:08:20
I00S1740,14-03-04,20:08:20
I00S1750,14-03-04,20:08:20
I00S2040,14-03-04,20:08:20
I00S2581,14-03-04,20:08:20
I00S3140,14-03-04,20:08:20
I00S3160,14-03-04,20:08:20
I00S3400,14-03-04,20:08:20
I00S3410,14-03-04,20:08:20
I00S3420,14-03-04,20:08:20
I00S3430,14-03-04,20:08:20
I00S3440,14-03-04,20:08:20
I00S3450,14-03-04,20:08:20
I00S3460,14-03-04,20:08:20
I00S3490,14-03-04,20:08:20
I00S4170,14-03-04,20:08:20
I00S7535,14-03-04,20:08:20
I00S7719,14-03-04,20:08:20
I00S8310,14-03-04,20:08:20
I00SM056,14-03-04,20:08:20
I00SM057,14-03-04,20:08:20
I00SM058,14-03-04,20:08:20
I00SM059,14-03-04,20:08:20
I00SM060,14-03-04,20:08:20
I00SM100,14-03-04,20:08:20
I00SM102,14-03-04,20:08:20
I00SM180,14-03-04,20:08:20
I00SM206,14-03-04,20:08:20
I00SM210,14-03-04,20:08:20
I00SM213,14-03-04,20:08:20
I00SM266,14-03-04,20:08:20
I00SM300,14-03-04,20:08:20
I00SM420,14-09-01,17:06:54
I00SM426,16-01-18,12:15:25
I00USQDL,14-03-04,20:08:20
I01S0253,14-03-04,20:08:20
I01S0284,14-03-04,20:08:20
I01S0287,14-03-04,20:08:20
I01S1470,14-03-04,20:08:20
I02S0253,14-03-04,20:08:20
I02S0284,14-03-04,20:08:20
I02S0287,14-03-04,20:08:20
I02S1470,14-03-04,20:08:20
I03S0253,14-03-04,20:08:20
I03S0284,14-03-04,20:08:20
I04S0253,14-03-04,20:08:20
I04S0284,14-03-04,20:08:20
I05S0253,14-03-04,20:08:20
