CSIA0204,05-01-24,12:00:57
CSIA0206,05-01-24,12:00:58
CSIA0207,05-01-24,12:00:58
CSIA0221,05-01-24,12:00:58
CSIA0231,05-01-24,12:00:59
CSIA0233,05-01-24,12:00:59
CSIA0260,05-01-24,12:00:59
CSIA0262,05-01-24,12:01:00
CSIA0263,05-01-24,12:01:00
CSIA0266,05-01-24,12:01:01
CSIA0269,05-01-24,12:01:01
CSIA0270,05-01-24,12:01:01
CSIA0273,05-01-24,12:01:02
CSIA0274,05-01-24,12:01:02
CSIA0275,05-01-24,12:01:02
CSIA0388,05-01-24,12:01:03
CSIA0452,05-01-24,12:01:03
CSIA0856,05-01-24,12:01:03
CSIA0857,05-01-24,12:01:04
CSIA0933,05-01-24,12:01:04
CSIA0943,05-01-24,12:01:04
CSIA0944,05-01-24,12:01:05
CSIA2581,05-01-24,12:01:05
CSIA3400,05-01-24,12:01:06
CSIA3410,05-01-24,12:01:06
CSIA3420,05-01-24,12:01:06
CSIA3430,05-01-24,12:01:07
CSIA3440,05-01-24,12:01:07
CSIA3450,05-01-24,12:01:08
CSIA3460,05-01-24,12:01:08
CSIA4360,05-01-24,12:01:09
CSIA7516,05-01-24,12:01:10
CSIA7535,05-01-24,12:01:10
CSIA7719,05-01-24,12:01:10
CSIAAB,05-01-24,12:01:11
CSIAABMC,05-01-24,12:01:11
CSIAAC,05-01-24,12:01:11
CSIAACNR,05-01-24,12:01:12
CSIAACTD,05-01-24,12:01:12
CSIAACTH,11-04-25,16:51:01
CSIAACTN,05-01-24,12:01:13
CSIAACTX,11-04-25,16:51:01
CSIAAG,07-08-10,10:03:06
CSIAAGTC,05-01-24,12:01:14
CSIAAGTX,05-01-24,12:01:14
CSIAANNU,05-01-24,12:01:15
CSIAAS,05-01-24,12:01:15
CSIAASAG,05-01-24,12:01:15
CSIABENE,06-10-23,09:27:08
CSIABNAC,07-01-05,18:58:08
CSIABNDV,05-01-24,12:01:16
CSIABNKA,14-10-14,12:52:49
CSIABNKB,05-01-24,12:01:17
CSIABRCH,05-01-24,12:01:17
CSIACAIN,05-01-24,12:01:18
CSIACAST,05-01-24,12:01:18
CSIACATX,05-01-24,12:01:18
CSIACC,05-01-24,12:01:19
CSIACCDR,06-10-23,09:27:08
CSIACDSA,05-01-24,12:01:19
CSIACDSD,05-01-24,12:01:19
CSIACDSI,05-01-24,12:01:19
CSIACFAG,05-01-24,12:01:20
CSIACFCO,05-01-24,12:01:20
CSIACFLW,05-01-24,12:01:20
CSIACH,05-01-24,12:01:21
CSIACHDL,05-01-24,12:01:21
CSIACHTX,11-04-27,16:18:22
CSIACLCR,06-10-23,09:27:08
CSIACLI,09-03-19,16:22:26
CSIACLIA,06-10-23,09:27:08
CSIACLIB,07-01-05,18:58:09
CSIACLIC,13-12-10,09:01:21
CSIACLII,05-01-24,12:01:23
CSIACLNC,05-01-24,12:01:24
CSIACLNM,06-05-31,14:08:07
CSIACLRQ,05-01-24,12:01:24
CSIACMTH,07-08-10,10:03:07
CSIACMTX,07-08-10,10:03:07
CSIACNTX,05-01-24,12:01:25
CSIACOCL,05-01-24,12:01:26
CSIACODI,05-01-24,12:01:26
CSIACRCD,14-10-14,12:52:50
CSIACRTX,14-09-01,16:06:17
CSIACVDC,05-01-24,12:01:27
CSIACVG,12-12-10,12:36:54
CSIACVGA,05-01-24,12:01:29
CSIACVGC,08-04-09,14:31:16
CSIACVGD,05-01-24,12:01:29
CSIADBGA,05-01-24,12:01:30
CSIADCD,05-01-24,12:01:30
CSIADCL,05-01-24,12:01:30
CSIADD2J,05-01-24,12:01:30
