CCFHAC,12-12-10,12:37:05
CCFHACNR,05-01-24,12:42:37
CCFHACTN,05-01-24,12:42:38
CCFHACTX,12-12-10,12:37:05
CCFHAG,07-08-10,10:03:17
CCFHCDSI,05-01-24,12:42:39
CCFHCFLW,05-01-24,12:42:40
CCFHCHTX,12-12-10,12:37:05
CCFHCLI,09-03-19,16:22:36
CCFHCLIA,06-10-23,09:27:17
CCFHCLIB,07-01-05,18:58:21
CCFHCLNM,06-05-31,14:10:21
CCFHCMTX,12-12-10,12:37:05
CCFHCNTX,05-01-24,12:42:42
CCFHCRTX,08-02-15,16:59:27
CCFHCVDC,05-01-24,12:42:43
CCFHCVG,16-05-17,10:15:21
CCFHCVGD,05-01-24,12:42:44
CCFHCVGS,16-05-17,10:15:46
CCFHDBGA,05-01-24,12:42:45
CCFHEHST,05-01-24,12:42:46
CCFHIH,05-01-24,12:42:46
CCFHIR,05-01-24,12:42:47
CCFHLGAS,05-01-24,12:42:48
CCFHMD,05-01-24,12:42:48
CCFHPAAF,05-01-24,12:42:48
CCFHPAAR,05-01-24,12:42:48
CCFHPASS,05-01-24,12:42:49
CCFHPBRQ,05-01-24,12:42:49
CCFHPBTM,12-12-10,12:37:06
CCFHPD,12-12-10,12:37:06
CCFHPDBG,12-12-10,12:37:07
CCFHPDEP,05-01-24,12:42:51
CCFHPDIV,12-12-10,12:37:08
CCFHPDRW,08-02-15,16:59:27
CCFHPGAL,05-01-24,12:42:52
CCFHPH,12-12-10,12:37:08
CCFHPLAR,12-12-10,12:37:08
CCFHPLGR,12-12-10,12:37:08
CCFHPLIP,12-12-10,12:37:09
CCFHPLRT,16-02-22,17:02:47
CCFHPNFO,12-12-10,12:37:09
CCFHPOL,16-09-15,14:11:09
CCFHPOLG,05-01-24,12:42:55
CCFHPOLL,09-06-02,15:14:06
CCFHPOLN,05-01-24,12:42:56
CCFHPOLT,05-01-24,12:42:56
CCFHQT,12-12-10,12:37:10
CCFHRH,05-01-24,12:42:57
CCFHRSTB,05-01-24,12:42:57
CCFHRT,05-01-24,12:42:57
CCFHSCOM,10-10-08,15:33:28
CCFHSFBL,05-01-24,12:42:59
CCFHTAMH,05-01-24,12:42:59
CCFHUH,05-01-24,12:42:59
CCFHUHCO,05-01-24,12:43:00
CCFHUSER,09-06-02,15:14:06
CCFHUSTM,05-01-24,12:43:00
CCFHZCCH,09-06-02,15:14:06
CCFHZCLM,16-05-17,10:16:04
CCFHZFRI,14-02-19,09:58:49
CCFHZRCT,12-12-10,12:37:10
CCFR0204,05-01-24,12:43:01
CCFR0206,05-01-24,12:43:01
CCFR0207,05-01-24,12:43:01
CCFR0221,12-12-10,12:37:10
CCFR0231,05-01-24,12:43:02
CCFR0233,05-01-24,12:43:02
CCFR0260,05-01-24,12:43:02
CCFR0262,05-01-24,12:43:03
CCFR0263,05-01-24,12:43:03
CCFR0266,05-01-24,12:43:03
CCFR0269,05-01-24,12:43:03
CCFR0270,05-01-24,12:43:04
CCFR0273,05-01-24,12:43:04
CCFR0274,05-01-24,12:43:04
CCFR0275,05-01-24,12:43:05
CCFR0388,05-01-24,12:43:05
CCFR0452,05-01-24,12:43:05
CCFR0856,05-01-24,12:43:06
CCFR0857,05-01-24,12:43:06
CCFR0933,05-01-24,12:43:06
CCFR0943,05-01-24,12:43:06
CCFR0944,05-01-24,12:43:07
CCFR2581,05-01-24,12:43:07
CCFR2BBV,14-02-13,13:28:40
CCFR3400,05-01-24,12:43:08
CCFR3410,05-01-24,12:43:08
CCFR3420,05-01-24,12:43:08
CCFR3430,05-01-24,12:43:08
CCFR3440,05-01-24,12:43:09
CCFR3450,05-01-24,12:43:09
CCFR3460,05-01-24,12:43:09
CCFR4360,05-01-24,12:43:09
CCFR7516,05-01-24,12:43:10
CCFR7535,05-01-24,12:43:10
CCFR7719,05-01-24,12:43:10
CCFRAB,05-01-24,12:43:10
CCFRABMC,05-01-24,12:43:11
CCFRAC,12-12-10,12:37:11
CCFRACNR,05-01-24,12:43:11
CCFRACTD,05-01-24,12:43:11
CCFRACTH,12-12-10,12:37:11
CCFRACTK,12-10-03,16:09:16
CCFRACTN,05-01-24,12:43:12
CCFRACTX,12-12-10,12:37:11
CCFRAG,07-08-10,10:03:18
CCFRAGTC,05-01-24,12:43:13
CCFRAGTX,05-01-24,12:43:13
CCFRANNU,05-01-24,12:43:14
CCFRAS,05-01-24,12:43:14
CCFRASAG,05-01-24,12:43:14
CCFRBENE,06-10-23,09:27:17
CCFRBNAC,07-01-05,18:58:22
CCFRBNDV,05-01-24,12:43:15
CCFRBNKA,14-10-14,12:52:51
CCFRBNKB,05-01-24,12:43:16
CCFRBRCH,05-01-24,12:43:16
CCFRCAIN,05-01-24,12:43:16
CCFRCAST,05-01-24,12:43:17
CCFRCATX,05-01-24,12:43:17
CCFRCC,05-01-24,12:43:17
CCFRCCDR,06-10-23,09:27:17
CCFRCDSA,05-01-24,12:43:18
CCFRCDSD,05-01-24,12:43:18
CCFRCDSG,05-01-24,12:43:18
CCFRCDSI,05-01-24,12:43:19
CCFRCFAG,05-01-24,12:43:19
CCFRCFCO,05-01-24,12:43:19
CCFRCFLW,05-01-24,12:43:20
CCFRCH,05-01-24,12:43:20
CCFRCHDL,05-01-24,12:43:21
CCFRCHTA,05-01-24,12:43:21
CCFRCHTB,05-01-24,12:43:21
CCFRCHTX,12-12-10,12:37:11
CCFRCLBA,07-01-05,18:58:22
CCFRCLCR,06-10-23,09:27:17
CCFRCLEA,06-10-23,09:27:17
CCFRCLEB,07-01-05,18:58:23
CCFRCLEN,08-08-16,17:03:17
CCFRCLI,09-03-19,16:22:38
CCFRCLIA,06-10-23,09:27:17
CCFRCLIB,07-01-05,18:58:23
CCFRCLIC,13-12-10,09:01:22
CCFRCLII,05-01-24,12:43:25
CCFRCLNC,06-05-31,14:10:21
CCFRCLNM,06-05-31,14:10:21
CCFRCLRQ,05-01-24,12:43:26
CCFRCMTH,12-12-10,12:37:12
CCFRCMTX,12-12-10,12:37:12
CCFRCNTX,05-01-24,12:43:27
CCFRCOCL,05-01-24,12:43:27
CCFRCODI,05-01-24,12:43:28
CCFRCRCD,14-10-14,12:52:51
CCFRCRTX,14-09-01,16:06:26
CCFRCVDC,05-01-24,12:43:29
CCFRCVG,16-05-17,10:16:22
CCFRCVGA,05-01-24,12:43:30
CCFRCVGC,08-04-09,14:31:20
CCFRCVGD,05-01-24,12:43:30
CCFRDBGA,05-01-24,12:43:31
CCFRDCD,05-01-24,12:43:31
CCFRDCL,05-01-24,12:43:31
CCFRDD2J,05-01-24,12:43:32
CCFRDWCD,05-01-24,12:43:32
CCFREDFA,05-01-24,12:43:32
CCFREDIT,05-01-24,12:43:33
CCFREDVF,05-01-24,12:43:33
CCFREFT,05-01-24,12:43:33
CCFREFTX,05-01-24,12:43:33
CCFREHST,05-01-24,12:43:34
CCFREND,16-12-14,10:02:04
CCFREX,05-01-24,12:43:34
CCFRFPAY,17-05-19,12:13:47
CCFRGR,05-01-24,12:43:34
CCFRIH,05-01-24,12:43:35
CCFRIPDF,05-01-24,12:43:35
CCFRIPPO,05-01-24,12:43:35
CCFRIPPP,05-01-24,12:43:35
CCFRIPRD,05-01-24,12:43:36
CCFRIPRO,05-01-24,12:43:36
CCFRIR,05-01-24,12:43:36
CCFRLGAS,05-01-24,12:43:37
CCFRLHST,09-06-02,15:14:07
CCFRLI,05-01-24,12:43:38
CCFRLTWR,05-01-24,12:43:38
CCFRMAST,05-01-24,12:43:38
CCFRMD,05-01-24,12:43:39
